source_id,time,filter,mag
S251023dx,12.600000000000001,z,22.971137413941367
S251023dx,12.700000000000001,g,28.599773149082573
S251023dx,12.700000000000001,i,24.077284609008807
S251023dx,12.700000000000001,r,26.00167731877579
S251023dx,12.700000000000001,u,31.07021764387082
S251023dx,12.700000000000001,y,22.38829463950041
S251023dx,12.700000000000001,z,22.999383708451138
S251023dx,12.8,g,28.642125062411573
S251023dx,12.8,i,24.112194694578292
S251023dx,12.8,r,26.045906870949377
S251023dx,12.8,u,31.090336475106916
S251023dx,12.8,y,22.41277696749637
S251023dx,12.8,z,23.02763388978272
S251023dx,12.9,g,28.683527841810395
S251023dx,12.9,i,24.147095584637256
S251023dx,12.9,r,26.089734080140193
S251023dx,12.9,u,31.10962979613594
S251023dx,12.9,y,22.437379269723117
S251023dx,12.9,z,23.05595944151613
S251023dx,13.0,g,28.72412393520961
S251023dx,13.0,i,24.182061965417716
S251023dx,13.0,r,26.13327125494065
S251023dx,13.0,u,31.12821993857009
S251023dx,13.0,y,22.46216183230711
S251023dx,13.0,z,23.08442571616626
S251023dx,13.100000000000001,g,28.764045327562417
S251023dx,13.100000000000001,i,24.217161183307695
S251023dx,13.100000000000001,r,26.176620338301188
S251023dx,13.100000000000001,u,31.14621729042179
S251023dx,13.100000000000001,y,22.48718039578128
S251023dx,13.100000000000001,z,23.11309187955392
S251023dx,13.200000000000001,g,28.803407374523825
S251023dx,13.200000000000001,i,24.252451799560216
S251023dx,13.200000000000001,r,26.21987093683049
S251023dx,13.200000000000001,u,31.163724021438775
S251023dx,13.200000000000001,y,22.51248466141806
S251023dx,13.200000000000001,z,23.142009866043132
S251023dx,13.3,g,28.842315045013784
S251023dx,13.3,i,24.287985743920025
S251023dx,13.3,r,26.263101745457796
S251023dx,13.3,u,31.18083298765121
S251023dx,13.3,y,22.538117458839267
S251023dx,13.3,z,23.171225418384797
S251023dx,13.4,g,28.88085322970816
S251023dx,13.4,i,24.32380475335277
S251023dx,13.4,r,26.306377069715417
S251023dx,13.4,u,31.197625693397065
S251023dx,13.4,y,22.56411395828757
S251023dx,13.4,z,23.200775491807555
S251023dx,13.5,g,28.9190980248367
S251023dx,13.5,i,24.35994241002321
S251023dx,13.5,r,26.349752480071814
S251023dx,13.5,u,31.2141729753571
S251023dx,13.5,y,22.590504647847844
S251023dx,13.5,z,23.230690600974594
S251023dx,13.600000000000001,g,28.957113908328797
S251023dx,13.600000000000001,i,24.396423101372072
S251023dx,13.600000000000001,r,26.393269904228394
S251023dx,13.600000000000001,u,31.230539778667175
S251023dx,13.600000000000001,y,22.617311464406725
S251023dx,13.600000000000001,z,23.26099208011275
S251023dx,13.700000000000001,g,28.994950623224472
S251023dx,13.700000000000001,i,24.433265305099976
S251023dx,13.700000000000001,r,26.436961914982465
S251023dx,13.700000000000001,u,31.24678179990824
S251023dx,13.700000000000001,y,22.644550941553263
S251023dx,13.700000000000001,z,23.29169606432473
S251023dx,13.8,g,29.032649456272264
S251023dx,13.8,i,24.470477471822072
S251023dx,13.8,r,26.480851128101243
S251023dx,13.8,u,31.262944841820524
S251023dx,13.8,y,22.672233247881913
S251023dx,13.8,z,23.322812448313183
S251023dx,13.9,g,29.07023994161932
S251023dx,13.9,i,24.508060813029402
S251023dx,13.9,r,26.524948739644966
S251023dx,13.9,u,31.27907080605209
S251023dx,13.9,y,22.700361618043804
S251023dx,13.9,z,23.354342304026602
S251023dx,14.0,g,29.107743291466413
S251023dx,14.0,i,24.546007905799833
S251023dx,14.0,r,26.56925511514897
S251023dx,14.0,u,31.295190513939414
S251023dx,14.0,y,22.72893196013923
S251023dx,14.0,z,23.38627955926283
S251023dx,14.100000000000001,g,29.14517201971977
S251023dx,14.100000000000001,i,24.58430576765889
S251023dx,14.100000000000001,r,26.61376652292092
S251023dx,14.100000000000001,u,31.31133025923066
S251023dx,14.100000000000001,y,22.75793677170114
S251023dx,14.100000000000001,z,23.418613873609022
S251023dx,14.200000000000001,g,29.182530276570052
S251023dx,14.200000000000001,i,24.622931512819477
S251023dx,14.200000000000001,r,26.658464828840017
S251023dx,14.200000000000001,u,31.327512713467524
S251023dx,14.200000000000001,y,22.787359653036326
S251023dx,14.200000000000001,z,23.45132557552208
S251023dx,14.3,g,29.21981563021356
S251023dx,14.3,i,24.66185708830953
S251023dx,14.3,r,26.70332755335721
S251023dx,14.3,u,31.343750814104933
S251023dx,14.3,y,22.817181559627947
S251023dx,14.3,z,23.484390839981607
S251023dx,14.4,g,29.257015774125506
S251023dx,14.4,i,24.701048393285593
S251023dx,14.4,r,26.74832388260525
S251023dx,14.4,u,31.360056332616285
S251023dx,14.4,y,22.84737460241054
S251023dx,14.4,z,23.517781668725327
S251023dx,14.5,g,29.29411919760994
S251023dx,14.5,i,24.740465136321816
S251023dx,14.5,r,26.793416656794292
S251023dx,14.5,u,31.376433146560405
S251023dx,14.5,y,22.8779087170755
S251023dx,14.5,z,23.55146163187246
S251023dx,14.600000000000001,g,29.331105022086028
S251023dx,14.600000000000001,i,24.78006189530487
S251023dx,14.600000000000001,r,26.83856273790282
S251023dx,14.600000000000001,u,31.392885488901076
S251023dx,14.600000000000001,y,22.908748744634302
S251023dx,14.600000000000001,z,23.585392298371342
S251023dx,14.700000000000001,g,29.367949777227686
S251023dx,14.700000000000001,i,24.81978905888212
S251023dx,14.700000000000001,r,26.883714288504024
S251023dx,14.700000000000001,u,31.409408893509845
S251023dx,14.700000000000001,y,22.93985542670069
S251023dx,14.700000000000001,z,23.619530042522182
S251023dx,14.8,g,29.404625521585924
S251023dx,14.8,i,24.859592889468733
S251023dx,14.8,r,26.928819470811906
S251023dx,14.8,u,31.42599956789866
S251023dx,14.8,y,22.971184830633153
S251023dx,14.8,z,23.65382741815416
S251023dx,14.9,g,29.4411027348271
S251023dx,14.9,i,24.899416578868113
S251023dx,14.9,r,26.973821587626233
S251023dx,14.9,u,31.44265027873919
S251023dx,14.9,y,23.00269268265557
S251023dx,14.9,z,23.68823690278848
S251023dx,15.0,g,29.477350797686345
S251023dx,15.0,i,24.939201812440714
S251023dx,15.0,r,27.0186658557296
S251023dx,15.0,u,31.459353737277297
S251023dx,15.0,y,23.034331499940986
S251023dx,15.0,z,23.722705685561095
S251023dx,15.100000000000001,g,29.513337958936013
S251023dx,15.100000000000001,i,24.97888928865987
S251023dx,15.100000000000001,r,27.063292952406783
S251023dx,15.100000000000001,u,31.476097476907256
S251023dx,15.100000000000001,y,23.06605106915688
S251023dx,15.100000000000001,z,23.757181221307555
S251023dx,15.200000000000001,g,29.549030090039548
S251023dx,15.200000000000001,i,25.018419362307544
S251023dx,15.200000000000001,r,27.10764169185307
S251023dx,15.200000000000001,u,31.49286993763947
S251023dx,15.200000000000001,y,23.097802756172015
S251023dx,15.200000000000001,z,23.791610675909894
S251023dx,15.3,g,29.584397366672846
S251023dx,15.3,i,25.057731809224126
S251023dx,15.3,r,27.151656620804193
S251023dx,15.3,u,31.509661172111656
S251023dx,15.3,y,23.129535480852326
S251023dx,15.3,z,23.82593972097952
S251023dx,15.4,g,29.61940771047976
S251023dx,15.4,i,25.096769843204633
S251023dx,15.4,r,27.19527958387949
S251023dx,15.4,u,31.526458749433928
S251023dx,15.4,y,23.161200063405087
S251023dx,15.4,z,23.860118993039016
S251023dx,15.5,g,29.654033014032464
S251023dx,15.5,i,25.13547654430841
S251023dx,15.5,r,27.23845639879553
S251023dx,15.5,u,31.54325217771032
S251023dx,15.5,y,23.1927484512794
S251023dx,15.5,z,23.894095811388354
S251023dx,15.600000000000001,g,29.688246443475876
S251023dx,15.600000000000001,i,25.173800797569722
S251023dx,15.600000000000001,r,27.281136828842925
S251023dx,15.600000000000001,u,31.560032530182227
S251023dx,15.600000000000001,y,23.22413590794391
S251023dx,15.600000000000001,z,23.927823175053476
S251023dx,15.700000000000001,g,29.722025042539645
S251023dx,15.700000000000001,i,25.211693141841593
S251023dx,15.700000000000001,r,27.323272698019917
S251023dx,15.700000000000001,u,31.576790437032226
S251023dx,15.700000000000001,y,23.255318245865517
S251023dx,15.700000000000001,z,23.961257828218677
S251023dx,15.8,g,29.75534712109427
S251023dx,15.8,i,25.24910877324161
S251023dx,15.8,r,27.364819926416843
S251023dx,15.8,u,31.59351790984293
S251023dx,15.8,y,23.28625380582167
S251023dx,15.8,z,23.99435545761016
S251023dx,15.9,g,29.78819591394692
S251023dx,15.9,i,25.28600753333579
S251023dx,15.9,r,27.405742356217996
S251023dx,15.9,u,31.61021070565814
S251023dx,15.9,y,23.316905915555182
S251023dx,15.9,z,24.02707989488377
S251023dx,16.0,g,29.820558218421557
S251023dx,16.0,i,25.322353285679434
S251023dx,16.0,r,27.446004977800236
S251023dx,16.0,u,31.626866415589767
S251023dx,16.0,y,23.34723959700635
S251023dx,16.0,z,24.05939561553445
S251023dx,16.1,g,29.852421815216452
S251023dx,16.1,i,25.358116849703244
S251023dx,16.1,r,27.48558028440828
S251023dx,16.1,u,31.64348220632864
S251023dx,16.1,y,23.377226464144492
S251023dx,16.1,z,24.091275886998393
S251023dx,16.2,g,29.88378376038574
S251023dx,16.2,i,25.393271387778242
S251023dx,16.2,r,27.524444948650753
S251023dx,16.2,u,31.660058934886862
S251023dx,16.2,y,23.40683743298087
S251023dx,16.2,z,24.12269216618999
S251023dx,16.3,g,29.914642724560125
S251023dx,16.3,i,25.42780079425867
S251023dx,16.3,r,27.562584622103905
S251023dx,16.3,u,31.676601635527355
S251023dx,16.3,y,23.43605341230875
S251023dx,16.3,z,24.15362665991172
S251023dx,16.400000000000002,g,29.9449971849387
S251023dx,16.400000000000002,i,25.461691155037556
S251023dx,16.400000000000002,r,27.59998737569081
S251023dx,16.400000000000002,u,31.693114070089973
S251023dx,16.400000000000002,y,23.46485794935807
S251023dx,16.400000000000002,z,24.1840649448314
S251023dx,16.5,g,29.974853618853075
S251023dx,16.5,i,25.494933127514983
S251023dx,16.5,r,27.636646409163134
S251023dx,16.5,u,31.709603292818148
S251023dx,16.5,y,23.493236317065794
S251023dx,16.5,z,24.213995366910087
S251023dx,16.6,g,30.004222717465098
S251023dx,16.6,i,25.527526281057202
S251023dx,16.6,r,27.67256184749855
S251023dx,16.6,u,31.726079357938424
S251023dx,16.6,y,23.52117992191715
S251023dx,16.6,z,24.24341224124162
S251023dx,16.7,g,30.033117174171355
S251023dx,16.7,i,25.5594738596156
S251023dx,16.7,r,27.707743229015588
S251023dx,16.7,u,31.742552892010902
S251023dx,16.7,y,23.548688144948247
S251023dx,16.7,z,24.272318552811328
S251023dx,16.8,g,30.061553260839602
S251023dx,16.8,i,25.5907881213938
S251023dx,16.8,r,27.742200900717595
S251023dx,16.8,u,31.75903818549894
S251023dx,16.8,y,23.575760490109282
S251023dx,16.8,z,24.300717196638075
S251023dx,16.900000000000002,g,30.089552534643698
S251023dx,16.900000000000002,i,25.62148447636609
S251023dx,16.900000000000002,r,27.775953675286893
S251023dx,16.900000000000002,u,31.775551733893984
S251023dx,16.900000000000002,y,23.60240402940187
